Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsWithCurrManager,Attrition,YearsSinceLastPromotionMEAN
39.0,Non-Travel,Research & Development,1.0,3.0,Life Sciences,4.0,Male,3.0,2.0,Laboratory Technician,4.0,Married,6472.0,1.0,Yes,15.0,4.0,1.0,9.0,2.0,3.0,9.0,8.0,1.0,6.5
39.0,Travel_Frequently,Research & Development,2.0,4.0,Technical Degree,3.0,Female,3.0,3.0,Healthcare Representative,3.0,Single,10938.0,0.0,No,25.0,4.0,0.0,20.0,1.0,3.0,19.0,8.0,0.0,8.5
25.0,Travel_Rarely,Research & Development,1.0,3.0,Technical Degree,1.0,Male,3.0,1.0,Laboratory Technician,4.0,Married,3229.0,4.0,No,11.0,2.0,1.0,7.0,2.0,2.0,3.0,2.0,0.0,1.0
33.0,Travel_Rarely,Research & Development,14.0,3.0,Medical,4.0,Female,3.0,1.0,Research Scientist,2.0,Married,2756.0,1.0,No,13.0,4.0,1.0,8.0,5.0,3.0,8.0,6.0,1.0,4.0
33.0,Travel_Rarely,Research & Development,14.0,3.0,Medical,4.0,Female,3.0,1.0,Research Scientist,2.0,Married,2756.0,1.0,No,13.0,4.0,1.0,8.0,5.0,3.0,8.0,6.0,0.0,4.0
58.0,Travel_Frequently,Research & Development,15.0,4.0,Life Sciences,1.0,Male,3.0,4.0,Research Director,3.0,Married,15787.0,2.0,Yes,14.0,2.0,0.0,23.0,3.0,3.0,2.0,2.0,1.0,2.0
36.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,4.0,Female,3.0,1.0,Research Scientist,3.0,Married,2543.0,4.0,No,13.0,2.0,1.0,6.0,3.0,3.0,2.0,2.0,0.0,2.0
36.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,4.0,Female,3.0,1.0,Research Scientist,3.0,Married,2543.0,4.0,No,13.0,2.0,1.0,6.0,3.0,3.0,2.0,2.0,1.0,2.0
36.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,4.0,Female,3.0,1.0,Research Scientist,3.0,Married,2543.0,4.0,No,13.0,2.0,1.0,6.0,3.0,3.0,2.0,2.0,0.0,2.0
36.0,Travel_Rarely,Research & Development,2.0,4.0,Medical,3.0,Male,3.0,1.0,Laboratory Technician,3.0,Single,2519.0,4.0,No,21.0,3.0,0.0,16.0,6.0,3.0,11.0,9.0,0.0,5.5
36.0,Travel_Rarely,Research & Development,2.0,4.0,Medical,3.0,Male,3.0,1.0,Laboratory Technician,3.0,Single,2519.0,4.0,No,21.0,3.0,0.0,16.0,6.0,3.0,11.0,9.0,1.0,5.5
35.0,Travel_Rarely,Sales,27.0,3.0,Life Sciences,3.0,Male,3.0,2.0,Sales Executive,4.0,Single,5813.0,1.0,Yes,18.0,4.0,0.0,10.0,2.0,3.0,10.0,7.0,1.0,7.0
35.0,Travel_Rarely,Sales,27.0,3.0,Life Sciences,3.0,Male,3.0,2.0,Sales Executive,4.0,Single,5813.0,1.0,Yes,18.0,4.0,0.0,10.0,2.0,3.0,10.0,7.0,1.0,7.0
35.0,Travel_Rarely,Sales,27.0,3.0,Life Sciences,3.0,Male,3.0,2.0,Sales Executive,4.0,Single,5813.0,1.0,Yes,18.0,4.0,0.0,10.0,2.0,3.0,10.0,7.0,0.0,7.0
29.0,Travel_Rarely,Research & Development,25.0,5.0,Technical Degree,3.0,Female,2.0,1.0,Research Scientist,2.0,Married,2546.0,5.0,No,16.0,2.0,0.0,6.0,2.0,4.0,2.0,1.0,1.0,1.5
29.0,Travel_Rarely,Research & Development,25.0,5.0,Technical Degree,3.0,Female,2.0,1.0,Research Scientist,2.0,Married,2546.0,5.0,No,16.0,2.0,0.0,6.0,2.0,4.0,2.0,1.0,1.0,1.5
32.0,Travel_Rarely,Sales,19.0,3.0,Life Sciences,4.0,Male,1.0,3.0,Sales Executive,3.0,Married,9610.0,3.0,No,13.0,3.0,1.0,10.0,2.0,1.0,4.0,2.0,1.0,3.0
32.0,Travel_Rarely,Sales,19.0,3.0,Life Sciences,4.0,Male,1.0,3.0,Sales Executive,3.0,Married,9610.0,3.0,No,13.0,3.0,1.0,10.0,2.0,1.0,4.0,2.0,0.0,3.0
32.0,Travel_Rarely,Sales,19.0,3.0,Life Sciences,4.0,Male,1.0,3.0,Sales Executive,3.0,Married,9610.0,3.0,No,13.0,3.0,1.0,10.0,2.0,1.0,4.0,2.0,1.0,3.0
33.0,Travel_Rarely,Sales,2.0,4.0,Medical,4.0,Male,3.0,2.0,Sales Executive,4.0,Divorced,5505.0,1.0,No,14.0,3.0,2.0,6.0,5.0,3.0,6.0,4.0,0.0,0.0
33.0,Travel_Rarely,Sales,2.0,4.0,Medical,4.0,Male,3.0,2.0,Sales Executive,4.0,Divorced,5505.0,1.0,No,14.0,3.0,2.0,6.0,5.0,3.0,6.0,4.0,1.0,0.0
31.0,Travel_Frequently,Research & Development,3.0,4.0,Medical,2.0,Male,3.0,3.0,Research Director,3.0,Divorced,13675.0,9.0,No,12.0,1.0,1.0,9.0,3.0,3.0,2.0,2.0,1.0,2.0
31.0,Travel_Rarely,Research & Development,24.0,3.0,Medical,3.0,Female,2.0,2.0,Healthcare Representative,1.0,Single,6812.0,1.0,No,19.0,2.0,0.0,10.0,2.0,3.0,10.0,8.0,1.0,5.0
31.0,Travel_Rarely,Research & Development,24.0,3.0,Medical,3.0,Female,2.0,2.0,Healthcare Representative,1.0,Single,6812.0,1.0,No,19.0,2.0,0.0,10.0,2.0,3.0,10.0,8.0,0.0,5.0
40.0,Non-Travel,Research & Development,9.0,4.0,Other,3.0,Male,3.0,2.0,Laboratory Technician,3.0,Divorced,3975.0,3.0,No,11.0,3.0,2.0,11.0,2.0,4.0,8.0,7.0,1.0,3.5
40.0,Non-Travel,Research & Development,9.0,4.0,Other,3.0,Male,3.0,2.0,Laboratory Technician,3.0,Divorced,3975.0,3.0,No,11.0,3.0,2.0,11.0,2.0,4.0,8.0,7.0,0.0,3.5
40.0,Non-Travel,Research & Development,9.0,4.0,Other,3.0,Male,3.0,2.0,Laboratory Technician,3.0,Divorced,3975.0,3.0,No,11.0,3.0,2.0,11.0,2.0,4.0,8.0,7.0,0.0,3.5
31.0,Non-Travel,Research & Development,5.0,3.0,Medical,2.0,Male,3.0,2.0,Manufacturing Director,1.0,Single,9936.0,0.0,No,19.0,2.0,0.0,10.0,2.0,3.0,9.0,7.0,1.0,2.5
36.0,Travel_Rarely,Research & Development,5.0,4.0,Life Sciences,2.0,Female,2.0,1.0,Research Scientist,1.0,Married,3419.0,9.0,Yes,14.0,4.0,1.0,6.0,3.0,4.0,1.0,0.0,1.0,0.5
36.0,Travel_Rarely,Research & Development,5.0,4.0,Life Sciences,2.0,Female,2.0,1.0,Research Scientist,1.0,Married,3419.0,9.0,Yes,14.0,4.0,1.0,6.0,3.0,4.0,1.0,0.0,1.0,0.5
32.0,Travel_Rarely,Research & Development,2.0,3.0,Technical Degree,4.0,Male,3.0,1.0,Research Scientist,1.0,Single,2439.0,1.0,No,14.0,4.0,0.0,4.0,4.0,3.0,4.0,2.0,1.0,1.5
32.0,Travel_Rarely,Research & Development,2.0,3.0,Technical Degree,4.0,Male,3.0,1.0,Research Scientist,1.0,Single,2439.0,1.0,No,14.0,4.0,0.0,4.0,4.0,3.0,4.0,2.0,1.0,1.5
32.0,Travel_Rarely,Research & Development,2.0,3.0,Technical Degree,4.0,Male,3.0,1.0,Research Scientist,1.0,Single,2439.0,1.0,No,14.0,4.0,0.0,4.0,4.0,3.0,4.0,2.0,1.0,1.5
42.0,Travel_Frequently,Research & Development,9.0,2.0,Medical,1.0,Female,3.0,1.0,Laboratory Technician,4.0,Single,3673.0,1.0,No,13.0,3.0,0.0,12.0,3.0,3.0,12.0,8.0,1.0,7.0
42.0,Travel_Frequently,Research & Development,9.0,2.0,Medical,1.0,Female,3.0,1.0,Laboratory Technician,4.0,Single,3673.0,1.0,No,13.0,3.0,0.0,12.0,3.0,3.0,12.0,8.0,0.0,7.0
42.0,Travel_Frequently,Research & Development,9.0,2.0,Medical,1.0,Female,3.0,1.0,Laboratory Technician,4.0,Single,3673.0,1.0,No,13.0,3.0,0.0,12.0,3.0,3.0,12.0,8.0,0.0,7.0
40.0,Travel_Frequently,Sales,5.0,4.0,Life Sciences,4.0,Male,2.0,3.0,Sales Executive,1.0,Married,10475.0,5.0,Yes,21.0,3.0,1.0,20.0,2.0,3.0,18.0,12.0,0.0,1.0
40.0,Travel_Frequently,Sales,5.0,4.0,Life Sciences,4.0,Male,2.0,3.0,Sales Executive,1.0,Married,10475.0,5.0,Yes,21.0,3.0,1.0,20.0,2.0,3.0,18.0,12.0,0.0,1.0
40.0,Travel_Frequently,Sales,5.0,4.0,Life Sciences,4.0,Male,2.0,3.0,Sales Executive,1.0,Married,10475.0,5.0,Yes,21.0,3.0,1.0,20.0,2.0,3.0,18.0,12.0,0.0,1.0
31.0,Travel_Rarely,Research & Development,8.0,4.0,Life Sciences,3.0,Female,3.0,2.0,Manufacturing Director,4.0,Single,4424.0,1.0,No,23.0,4.0,0.0,11.0,2.0,3.0,11.0,8.0,1.0,4.0
31.0,Travel_Rarely,Research & Development,8.0,4.0,Life Sciences,3.0,Female,3.0,2.0,Manufacturing Director,4.0,Single,4424.0,1.0,No,23.0,4.0,0.0,11.0,2.0,3.0,11.0,8.0,0.0,4.0
31.0,Travel_Rarely,Research & Development,8.0,4.0,Life Sciences,3.0,Female,3.0,2.0,Manufacturing Director,4.0,Single,4424.0,1.0,No,23.0,4.0,0.0,11.0,2.0,3.0,11.0,8.0,0.0,4.0
31.0,Travel_Frequently,Sales,2.0,3.0,Life Sciences,3.0,Female,2.0,1.0,Sales Representative,4.0,Single,2785.0,7.0,No,14.0,3.0,0.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0
35.0,Travel_Rarely,Sales,18.0,4.0,Medical,2.0,Male,3.0,2.0,Sales Executive,1.0,Married,5561.0,0.0,No,16.0,4.0,1.0,6.0,2.0,1.0,5.0,4.0,0.0,1.5
35.0,Travel_Rarely,Sales,18.0,4.0,Medical,2.0,Male,3.0,2.0,Sales Executive,1.0,Married,5561.0,0.0,No,16.0,4.0,1.0,6.0,2.0,1.0,5.0,4.0,1.0,1.5
35.0,Travel_Rarely,Sales,18.0,4.0,Medical,2.0,Male,3.0,2.0,Sales Executive,1.0,Married,5561.0,0.0,No,16.0,4.0,1.0,6.0,2.0,1.0,5.0,4.0,0.0,1.5
21.0,Non-Travel,Sales,9.0,2.0,Medical,1.0,Male,3.0,1.0,Sales Representative,4.0,Single,2610.0,1.0,No,24.0,3.0,0.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0
21.0,Non-Travel,Sales,9.0,2.0,Medical,1.0,Male,3.0,1.0,Sales Representative,4.0,Single,2610.0,1.0,No,24.0,3.0,0.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0
21.0,Non-Travel,Sales,9.0,2.0,Medical,1.0,Male,3.0,1.0,Sales Representative,4.0,Single,2610.0,1.0,No,24.0,3.0,0.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0
49.0,Travel_Rarely,Research & Development,18.0,4.0,Life Sciences,4.0,Male,2.0,5.0,Research Director,3.0,Divorced,19502.0,1.0,Yes,17.0,3.0,1.0,31.0,5.0,3.0,31.0,9.0,0.0,4.5
47.0,Non-Travel,Research & Development,29.0,4.0,Life Sciences,1.0,Male,3.0,3.0,Manager,2.0,Married,11849.0,1.0,Yes,12.0,4.0,1.0,10.0,2.0,2.0,10.0,9.0,0.0,8.0
47.0,Non-Travel,Research & Development,29.0,4.0,Life Sciences,1.0,Male,3.0,3.0,Manager,2.0,Married,11849.0,1.0,Yes,12.0,4.0,1.0,10.0,2.0,2.0,10.0,9.0,1.0,8.0
45.0,Travel_Rarely,Research & Development,1.0,4.0,Technical Degree,1.0,Male,3.0,3.0,Healthcare Representative,2.0,Divorced,7441.0,1.0,No,12.0,1.0,3.0,10.0,4.0,3.0,10.0,7.0,1.0,7.5
36.0,Travel_Rarely,Research & Development,2.0,4.0,Life Sciences,3.0,Female,3.0,2.0,Manufacturing Director,2.0,Single,5410.0,9.0,Yes,11.0,4.0,0.0,18.0,2.0,3.0,16.0,12.0,1.0,9.5
34.0,Travel_Frequently,Research & Development,3.0,1.0,Life Sciences,1.0,Male,3.0,2.0,Healthcare Representative,4.0,Single,7756.0,0.0,No,17.0,3.0,0.0,7.0,1.0,2.0,6.0,4.0,1.0,2.0
42.0,Travel_Rarely,Sales,14.0,2.0,Medical,3.0,Female,2.0,2.0,Sales Executive,3.0,Single,6244.0,7.0,No,17.0,1.0,0.0,10.0,6.0,3.0,5.0,3.0,0.0,2.0
31.0,Non-Travel,Research & Development,1.0,4.0,Medical,3.0,Male,1.0,2.0,Manufacturing Director,3.0,Married,4345.0,0.0,No,12.0,4.0,1.0,6.0,2.0,3.0,5.0,4.0,1.0,2.5
32.0,Travel_Rarely,Sales,13.0,4.0,Life Sciences,2.0,Male,3.0,2.0,Sales Executive,4.0,Divorced,4403.0,2.0,No,11.0,3.0,1.0,8.0,3.0,2.0,5.0,3.0,1.0,1.0
32.0,Travel_Rarely,Sales,13.0,4.0,Life Sciences,2.0,Male,3.0,2.0,Sales Executive,4.0,Divorced,4403.0,2.0,No,11.0,3.0,1.0,8.0,3.0,2.0,5.0,3.0,0.0,1.0
36.0,Travel_Rarely,Research & Development,16.0,4.0,Life Sciences,3.0,Female,4.0,1.0,Laboratory Technician,1.0,Single,2743.0,1.0,No,16.0,3.0,0.0,18.0,1.0,3.0,17.0,14.0,1.0,14.0
36.0,Travel_Rarely,Research & Development,16.0,4.0,Life Sciences,3.0,Female,4.0,1.0,Laboratory Technician,1.0,Single,2743.0,1.0,No,16.0,3.0,0.0,18.0,1.0,3.0,17.0,14.0,1.0,14.0
36.0,Travel_Rarely,Research & Development,16.0,4.0,Life Sciences,3.0,Female,4.0,1.0,Laboratory Technician,1.0,Single,2743.0,1.0,No,16.0,3.0,0.0,18.0,1.0,3.0,17.0,14.0,1.0,14.0
32.0,Non-Travel,Research & Development,1.0,3.0,Life Sciences,4.0,Male,3.0,1.0,Laboratory Technician,4.0,Divorced,2314.0,0.0,No,12.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,0.0,0.0
20.0,Travel_Rarely,Sales,2.0,3.0,Medical,3.0,Female,3.0,1.0,Sales Representative,3.0,Single,2783.0,1.0,No,19.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0
52.0,Travel_Rarely,Research & Development,7.0,4.0,Life Sciences,2.0,Male,3.0,3.0,Healthcare Representative,2.0,Single,10445.0,7.0,No,19.0,4.0,0.0,18.0,4.0,3.0,8.0,0.0,0.0,6.0
52.0,Travel_Rarely,Research & Development,7.0,4.0,Life Sciences,2.0,Male,3.0,3.0,Healthcare Representative,2.0,Single,10445.0,7.0,No,19.0,4.0,0.0,18.0,4.0,3.0,8.0,0.0,1.0,6.0
53.0,Non-Travel,Research & Development,1.0,4.0,Medical,1.0,Female,2.0,4.0,Manufacturing Director,3.0,Married,12965.0,4.0,Yes,20.0,4.0,3.0,27.0,2.0,2.0,3.0,2.0,0.0,0.0
53.0,Non-Travel,Research & Development,1.0,4.0,Medical,1.0,Female,2.0,4.0,Manufacturing Director,3.0,Married,12965.0,4.0,Yes,20.0,4.0,3.0,27.0,2.0,2.0,3.0,2.0,0.0,0.0
41.0,Travel_Rarely,Sales,2.0,4.0,Life Sciences,4.0,Male,3.0,4.0,Manager,2.0,Single,16015.0,1.0,No,19.0,2.0,0.0,22.0,2.0,3.0,22.0,4.0,1.0,5.0
41.0,Travel_Rarely,Sales,2.0,4.0,Life Sciences,4.0,Male,3.0,4.0,Manager,2.0,Single,16015.0,1.0,No,19.0,2.0,0.0,22.0,2.0,3.0,22.0,4.0,1.0,5.0
37.0,Non-Travel,Research & Development,5.0,2.0,Technical Degree,3.0,Male,4.0,1.0,Laboratory Technician,3.0,Single,3500.0,0.0,No,14.0,1.0,0.0,7.0,2.0,1.0,6.0,3.0,1.0,3.0
37.0,Non-Travel,Research & Development,5.0,2.0,Technical Degree,3.0,Male,4.0,1.0,Laboratory Technician,3.0,Single,3500.0,0.0,No,14.0,1.0,0.0,7.0,2.0,1.0,6.0,3.0,0.0,3.0
37.0,Non-Travel,Research & Development,5.0,2.0,Technical Degree,3.0,Male,4.0,1.0,Laboratory Technician,3.0,Single,3500.0,0.0,No,14.0,1.0,0.0,7.0,2.0,1.0,6.0,3.0,1.0,3.0
38.0,Travel_Rarely,Research & Development,2.0,3.0,Medical,3.0,Male,3.0,2.0,Manufacturing Director,2.0,Married,4855.0,4.0,No,11.0,1.0,2.0,7.0,2.0,3.0,5.0,4.0,0.0,1.5
38.0,Travel_Rarely,Research & Development,2.0,3.0,Medical,3.0,Male,3.0,2.0,Manufacturing Director,2.0,Married,4855.0,4.0,No,11.0,1.0,2.0,7.0,2.0,3.0,5.0,4.0,1.0,1.5
38.0,Travel_Rarely,Research & Development,2.0,3.0,Medical,3.0,Male,3.0,2.0,Manufacturing Director,2.0,Married,4855.0,4.0,No,11.0,1.0,2.0,7.0,2.0,3.0,5.0,4.0,0.0,1.5
50.0,Travel_Rarely,Research & Development,4.0,1.0,Life Sciences,1.0,Male,3.0,5.0,Research Director,2.0,Divorced,19144.0,3.0,No,14.0,1.0,2.0,28.0,4.0,2.0,10.0,6.0,1.0,2.5
38.0,Travel_Rarely,Research & Development,3.0,5.0,Technical Degree,4.0,Female,3.0,2.0,Research Scientist,3.0,Single,4317.0,3.0,Yes,20.0,2.0,0.0,19.0,2.0,3.0,3.0,2.0,1.0,2.0
38.0,Travel_Rarely,Research & Development,3.0,5.0,Technical Degree,4.0,Female,3.0,2.0,Research Scientist,3.0,Single,4317.0,3.0,Yes,20.0,2.0,0.0,19.0,2.0,3.0,3.0,2.0,0.0,2.0
31.0,Travel_Rarely,Research & Development,2.0,1.0,Medical,4.0,Female,1.0,1.0,Laboratory Technician,4.0,Divorced,1129.0,1.0,Yes,11.0,3.0,3.0,1.0,4.0,3.0,1.0,0.0,1.0,0.0
31.0,Travel_Rarely,Research & Development,2.0,1.0,Medical,4.0,Female,1.0,1.0,Laboratory Technician,4.0,Divorced,1129.0,1.0,Yes,11.0,3.0,3.0,1.0,4.0,3.0,1.0,0.0,1.0,0.0
31.0,Travel_Rarely,Research & Development,2.0,1.0,Medical,4.0,Female,1.0,1.0,Laboratory Technician,4.0,Divorced,1129.0,1.0,Yes,11.0,3.0,3.0,1.0,4.0,3.0,1.0,0.0,1.0,0.0
41.0,Travel_Frequently,Sales,4.0,3.0,Marketing,1.0,Male,3.0,2.0,Sales Executive,2.0,Single,9355.0,1.0,No,18.0,3.0,0.0,8.0,5.0,3.0,8.0,7.0,1.0,7.0
41.0,Travel_Frequently,Sales,4.0,3.0,Marketing,1.0,Male,3.0,2.0,Sales Executive,2.0,Single,9355.0,1.0,No,18.0,3.0,0.0,8.0,5.0,3.0,8.0,7.0,1.0,7.0
41.0,Travel_Frequently,Sales,4.0,3.0,Marketing,1.0,Male,3.0,2.0,Sales Executive,2.0,Single,9355.0,1.0,No,18.0,3.0,0.0,8.0,5.0,3.0,8.0,7.0,1.0,7.0
27.0,Travel_Rarely,Research & Development,2.0,4.0,Technical Degree,2.0,Male,3.0,1.0,Research Scientist,2.0,Married,2226.0,1.0,No,11.0,3.0,1.0,6.0,3.0,2.0,5.0,2.0,1.0,2.0
33.0,Non-Travel,Sales,2.0,3.0,Marketing,4.0,Female,3.0,2.0,Sales Executive,2.0,Single,5147.0,8.0,No,15.0,4.0,0.0,13.0,2.0,2.0,11.0,7.0,0.0,7.0
33.0,Non-Travel,Sales,2.0,3.0,Marketing,4.0,Female,3.0,2.0,Sales Executive,2.0,Single,5147.0,8.0,No,15.0,4.0,0.0,13.0,2.0,2.0,11.0,7.0,0.0,7.0
33.0,Non-Travel,Sales,2.0,3.0,Marketing,4.0,Female,3.0,2.0,Sales Executive,2.0,Single,5147.0,8.0,No,15.0,4.0,0.0,13.0,2.0,2.0,11.0,7.0,1.0,7.0
48.0,Travel_Rarely,Sales,2.0,1.0,Marketing,2.0,Male,4.0,2.0,Sales Executive,2.0,Married,8120.0,3.0,No,12.0,4.0,0.0,12.0,3.0,3.0,2.0,2.0,1.0,2.0
48.0,Travel_Rarely,Sales,2.0,1.0,Marketing,2.0,Male,4.0,2.0,Sales Executive,2.0,Married,8120.0,3.0,No,12.0,4.0,0.0,12.0,3.0,3.0,2.0,2.0,0.0,2.0
48.0,Travel_Rarely,Sales,2.0,1.0,Marketing,2.0,Male,4.0,2.0,Sales Executive,2.0,Married,8120.0,3.0,No,12.0,4.0,0.0,12.0,3.0,3.0,2.0,2.0,1.0,2.0
46.0,Non-Travel,Sales,26.0,2.0,Life Sciences,2.0,Male,2.0,2.0,Sales Executive,2.0,Single,7991.0,8.0,No,15.0,3.0,0.0,6.0,3.0,3.0,2.0,2.0,1.0,2.0
30.0,Travel_Rarely,Research & Development,17.0,4.0,Medical,2.0,Female,3.0,3.0,Manager,1.0,Married,11916.0,1.0,Yes,23.0,4.0,2.0,9.0,2.0,3.0,9.0,8.0,1.0,0.5
30.0,Travel_Rarely,Research & Development,17.0,4.0,Medical,2.0,Female,3.0,3.0,Manager,1.0,Married,11916.0,1.0,Yes,23.0,4.0,2.0,9.0,2.0,3.0,9.0,8.0,0.0,0.5
22.0,Travel_Frequently,Research & Development,4.0,1.0,Technical Degree,3.0,Male,2.0,1.0,Laboratory Technician,3.0,Single,3894.0,5.0,No,16.0,3.0,0.0,4.0,3.0,3.0,2.0,2.0,1.0,1.5
22.0,Travel_Frequently,Research & Development,4.0,1.0,Technical Degree,3.0,Male,2.0,1.0,Laboratory Technician,3.0,Single,3894.0,5.0,No,16.0,3.0,0.0,4.0,3.0,3.0,2.0,2.0,0.0,1.5
51.0,Travel_Rarely,Sales,14.0,2.0,Life Sciences,3.0,Female,3.0,2.0,Sales Executive,4.0,Married,4936.0,4.0,No,11.0,3.0,1.0,18.0,2.0,2.0,7.0,7.0,1.0,3.5
58.0,Travel_Rarely,Research & Development,1.0,3.0,Medical,4.0,Female,3.0,5.0,Research Director,1.0,Married,19701.0,3.0,Yes,21.0,3.0,1.0,32.0,3.0,3.0,9.0,5.0,1.0,4.5
51.0,Travel_Rarely,Sales,26.0,4.0,Marketing,1.0,Female,3.0,4.0,Manager,3.0,Married,16307.0,2.0,No,14.0,3.0,1.0,29.0,2.0,2.0,20.0,17.0,1.0,4.0
51.0,Travel_Rarely,Sales,26.0,4.0,Marketing,1.0,Female,3.0,4.0,Manager,3.0,Married,16307.0,2.0,No,14.0,3.0,1.0,29.0,2.0,2.0,20.0,17.0,1.0,4.0
49.0,Travel_Frequently,Sales,2.0,3.0,Medical,4.0,Male,2.0,2.0,Sales Executive,2.0,Married,5390.0,2.0,No,14.0,4.0,0.0,17.0,3.0,2.0,9.0,8.0,1.0,3.0
58.0,Travel_Rarely,Research & Development,7.0,4.0,Medical,3.0,Female,2.0,3.0,Manufacturing Director,1.0,Married,10008.0,7.0,Yes,14.0,4.0,0.0,31.0,0.0,2.0,10.0,9.0,1.0,5.0
58.0,Travel_Rarely,Research & Development,7.0,4.0,Medical,3.0,Female,2.0,3.0,Manufacturing Director,1.0,Married,10008.0,7.0,Yes,14.0,4.0,0.0,31.0,0.0,2.0,10.0,9.0,1.0,5.0
29.0,Travel_Rarely,Sales,19.0,3.0,Life Sciences,3.0,Male,2.0,2.0,Sales Executive,3.0,Divorced,8620.0,1.0,No,14.0,3.0,2.0,10.0,3.0,3.0,10.0,4.0,1.0,3.5
29.0,Travel_Rarely,Research & Development,1.0,2.0,Life Sciences,2.0,Female,2.0,1.0,Laboratory Technician,1.0,Married,2319.0,1.0,Yes,11.0,4.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0
29.0,Travel_Rarely,Research & Development,1.0,2.0,Life Sciences,2.0,Female,2.0,1.0,Laboratory Technician,1.0,Married,2319.0,1.0,Yes,11.0,4.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0
35.0,Travel_Rarely,Research & Development,25.0,4.0,Medical,3.0,Female,3.0,3.0,Healthcare Representative,3.0,Divorced,10388.0,1.0,Yes,11.0,3.0,1.0,16.0,3.0,2.0,16.0,1.0,1.0,10.0
35.0,Travel_Rarely,Research & Development,25.0,4.0,Medical,3.0,Female,3.0,3.0,Healthcare Representative,3.0,Divorced,10388.0,1.0,Yes,11.0,3.0,1.0,16.0,3.0,2.0,16.0,1.0,1.0,10.0
55.0,Travel_Rarely,Sales,1.0,2.0,Life Sciences,1.0,Male,3.0,3.0,Sales Executive,4.0,Married,10239.0,3.0,No,14.0,4.0,1.0,24.0,4.0,3.0,1.0,0.0,1.0,1.0
29.0,Travel_Rarely,Research & Development,7.0,3.0,Life Sciences,4.0,Male,3.0,1.0,Laboratory Technician,1.0,Single,2062.0,3.0,No,14.0,2.0,0.0,11.0,2.0,3.0,3.0,2.0,0.0,1.5
29.0,Travel_Rarely,Research & Development,7.0,3.0,Life Sciences,4.0,Male,3.0,1.0,Laboratory Technician,1.0,Single,2062.0,3.0,No,14.0,2.0,0.0,11.0,2.0,3.0,3.0,2.0,1.0,1.5
38.0,Non-Travel,Sales,10.0,3.0,Technical Degree,3.0,Female,3.0,2.0,Sales Executive,4.0,Single,5666.0,1.0,Yes,13.0,2.0,0.0,6.0,1.0,3.0,5.0,3.0,0.0,2.0
38.0,Non-Travel,Sales,10.0,3.0,Technical Degree,3.0,Female,3.0,2.0,Sales Executive,4.0,Single,5666.0,1.0,Yes,13.0,2.0,0.0,6.0,1.0,3.0,5.0,3.0,0.0,2.0
54.0,Travel_Rarely,Research & Development,8.0,4.0,Life Sciences,3.0,Female,3.0,2.0,Laboratory Technician,3.0,Single,3780.0,7.0,No,11.0,3.0,0.0,19.0,3.0,3.0,1.0,0.0,1.0,0.0
36.0,Travel_Rarely,Sales,1.0,2.0,Life Sciences,2.0,Male,3.0,2.0,Sales Executive,4.0,Married,6201.0,1.0,Yes,14.0,4.0,1.0,18.0,1.0,2.0,18.0,11.0,1.0,9.0
36.0,Travel_Rarely,Sales,1.0,2.0,Life Sciences,2.0,Male,3.0,2.0,Sales Executive,4.0,Married,6201.0,1.0,Yes,14.0,4.0,1.0,18.0,1.0,2.0,18.0,11.0,1.0,9.0
36.0,Travel_Rarely,Sales,1.0,2.0,Life Sciences,2.0,Male,3.0,2.0,Sales Executive,4.0,Married,6201.0,1.0,Yes,14.0,4.0,1.0,18.0,1.0,2.0,18.0,11.0,0.0,9.0
29.0,Travel_Rarely,Research & Development,15.0,3.0,Life Sciences,3.0,Male,3.0,1.0,Research Scientist,4.0,Single,2340.0,1.0,No,19.0,1.0,0.0,6.0,1.0,3.0,6.0,5.0,1.0,1.0
29.0,Travel_Rarely,Research & Development,15.0,3.0,Life Sciences,3.0,Male,3.0,1.0,Research Scientist,4.0,Single,2340.0,1.0,No,19.0,1.0,0.0,6.0,1.0,3.0,6.0,5.0,0.0,1.0
29.0,Travel_Rarely,Research & Development,15.0,3.0,Life Sciences,3.0,Male,3.0,1.0,Research Scientist,4.0,Single,2340.0,1.0,No,19.0,1.0,0.0,6.0,1.0,3.0,6.0,5.0,1.0,1.0
